task_key,task_kind,task_description,pool_seed,condition,regret,fallback_triggered,latency_seconds,api_calls,top_service_id,strategy,weights_json,is_synthetic_data,prompt_tokens,completion_tokens
streaming,profile,"We need a service to power real-time video and audio delivery to end users. Sustained throughput and low end-to-end latency matter far more than anything else -- a brief buffering stall is immediately visible to viewers, but a rare failed request that gets silently retried is not a big deal.",1000,agent_full,0.03353110852395402,False,0.026652097702026367,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,584,80
financial_transaction,profile,"This service will sit behind a banking/payments backend that processes real money transfers. It must be up when customers need it and it must not silently drop or corrupt a transaction -- availability and reliability are non-negotiable, even if that means somewhat higher response times.",1000,agent_full,0.0,False,0.03630352020263672,0,qws_2189,weighted_sum,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,572,76
compliance_sensitive_backend,profile,This service will be used in a regulated industry where we will be audited on standards conformance. It needs to demonstrably follow established web service best practices and compliance requirements -- an auditor rejecting our vendor choice is a bigger problem for us than a slightly slower response time.,1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
financial_transaction,profile,"This service will sit behind a banking/payments backend that processes real money transfers. It must be up when customers need it and it must not silently drop or corrupt a transaction -- availability and reliability are non-negotiable, even if that means somewhat higher response times.",1000,agent_weights_only,0.007588927506621879,False,0.0352938175201416,0,qws_2130,topsis,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,572,76
streaming,profile,"We need a service to power real-time video and audio delivery to end users. Sustained throughput and low end-to-end latency matter far more than anything else -- a brief buffering stall is immediately visible to viewers, but a rare failed request that gets silently retried is not a big deal.",1000,agent_weights_only,0.03353110852395402,False,0.03105640411376953,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,584,80
compliance_sensitive_backend,profile,This service will be used in a regulated industry where we will be audited on standards conformance. It needs to demonstrably follow established web service best practices and compliance requirements -- an auditor rejecting our vendor choice is a bigger problem for us than a slightly slower response time.,1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.05, ""availability"": 0.1, ""throughput"": 0.03, ""successability"": 0.05, ""reliability"": 0.12, ""compliance"": 0.32, ""best_practices"": 0.24, ""latency"": 0.02, ""documentation"": 0.07}",False,0,0
low_cost_prototype,profile,"This is an early-stage hobby project with no dedicated ops team and no budget for support contracts. Whatever we pick needs to be well documented and easy to integrate correctly on the first try, since we can't afford to spend days debugging an unfamiliar API with poor docs.",1000,agent_full,0.0,False,0.027842044830322266,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,578,81
low_cost_prototype,profile,"This is an early-stage hobby project with no dedicated ops team and no budget for support contracts. Whatever we pick needs to be well documented and easy to integrate correctly on the first try, since we can't afford to spend days debugging an unfamiliar API with poor docs.",1000,agent_weights_only,0.0,False,0.07163619995117188,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,578,81
batch_processing,profile,"We're running large, unattended overnight data-processing jobs. Nobody is watching the job run, so it needs to actually finish without failing partway through, and it needs to chew through a large volume of records efficiently. Response time for any single call barely matters since nothing is waiting on it interactively.",1000,agent_weights_only,0.0,False,0.042513132095336914,0,qws_1159,topsis,"{""response_time"": 0.05, ""availability"": 0.08, ""throughput"": 0.34, ""successability"": 0.26, ""reliability"": 0.1, ""compliance"": 0.03, ""best_practices"": 0.03, ""latency"": 0.06, ""documentation"": 0.05}",False,571,71
held_out_0,held_out,"Picking a backend for a live sports-score push notification feed -- fans should see a goal within a second or two of it happening, or the notification is basically worthless.",1000,global_fixed,0.03353110852395402,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_0,held_out,"Picking a backend for a live sports-score push notification feed -- fans should see a goal within a second or two of it happening, or the notification is basically worthless.",1000,lookup_table,0.03353110852395402,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_1,held_out,"This will handle payroll disbursement for a mid-size company. If a payment silently fails or the service is down on payday, that's a serious problem for a lot of people at once.",1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_1,held_out,"This will handle payroll disbursement for a mid-size company. If a payment silently fails or the service is down on payday, that's a serious problem for a lot of people at once.",1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
iot_telemetry_ingestion,profile,"We have thousands of small sensor devices each sending tiny telemetry messages many times per minute. Each individual call needs to complete quickly and needs to actually succeed, since a failed telemetry push usually just means that data point is lost forever rather than retried.",1000,agent_weights_only,0.008999214947607359,False,0.020428180694580078,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,566,69
batch_processing,profile,"We're running large, unattended overnight data-processing jobs. Nobody is watching the job run, so it needs to actually finish without failing partway through, and it needs to chew through a large volume of records efficiently. Response time for any single call barely matters since nothing is waiting on it interactively.",1000,agent_full,0.0,False,0.05246901512145996,0,qws_1159,weighted_sum,"{""response_time"": 0.05, ""availability"": 0.08, ""throughput"": 0.34, ""successability"": 0.26, ""reliability"": 0.1, ""compliance"": 0.03, ""best_practices"": 0.03, ""latency"": 0.06, ""documentation"": 0.05}",False,571,71
held_out_2,held_out,"We need to re-index our entire product catalog against a third-party enrichment API once a week, several million SKUs in one run, kicked off by a cron job with nobody watching it.",1000,global_fixed,0.02972736106604279,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_2,held_out,"We need to re-index our entire product catalog against a third-party enrichment API once a week, several million SKUs in one run, kicked off by a cron job with nobody watching it.",1000,lookup_table,0.02972736106604279,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_3,held_out,"A student side-project with zero budget -- whatever we choose has to have clear examples we can copy-paste from, because none of us has time to read a spec to figure out the request format.",1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_3,held_out,"A student side-project with zero budget -- whatever we choose has to have clear examples we can copy-paste from, because none of us has time to read a spec to figure out the request format.",1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
compliance_sensitive_backend,profile,This service will be used in a regulated industry where we will be audited on standards conformance. It needs to demonstrably follow established web service best practices and compliance requirements -- an auditor rejecting our vendor choice is a bigger problem for us than a slightly slower response time.,1000,agent_full,0.0,False,0.02223968505859375,0,qws_2189,weighted_sum,"{""response_time"": 0.05, ""availability"": 0.1, ""throughput"": 0.03, ""successability"": 0.05, ""reliability"": 0.12, ""compliance"": 0.32, ""best_practices"": 0.24, ""latency"": 0.02, ""documentation"": 0.07}",False,565,73
compliance_sensitive_backend,profile,This service will be used in a regulated industry where we will be audited on standards conformance. It needs to demonstrably follow established web service best practices and compliance requirements -- an auditor rejecting our vendor choice is a bigger problem for us than a slightly slower response time.,1000,agent_weights_only,0.0,False,0.024612903594970703,0,qws_2189,topsis,"{""response_time"": 0.05, ""availability"": 0.1, ""throughput"": 0.03, ""successability"": 0.05, ""reliability"": 0.12, ""compliance"": 0.32, ""best_practices"": 0.24, ""latency"": 0.02, ""documentation"": 0.07}",False,565,73
held_out_0,held_out,"Picking a backend for a live sports-score push notification feed -- fans should see a goal within a second or two of it happening, or the notification is basically worthless.",1000,agent_weights_only,0.03353110852395402,False,0.036921024322509766,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,563,54
held_out_4,held_out,"Selecting a service for a smart-thermostat fleet reporting temperature readings every few seconds; missing one reading occasionally is fine, but the request needs to return before the next reading is already due.",1000,global_fixed,0.008999214947607359,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_0,held_out,"Picking a backend for a live sports-score push notification feed -- fans should see a goal within a second or two of it happening, or the notification is basically worthless.",1000,agent_full,0.03353110852395402,False,0.05527472496032715,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,563,54
held_out_1,held_out,"This will handle payroll disbursement for a mid-size company. If a payment silently fails or the service is down on payday, that's a serious problem for a lot of people at once.",1000,agent_weights_only,0.007588927506621879,False,0.046793460845947266,0,qws_2130,topsis,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,568,57
held_out_4,held_out,"Selecting a service for a smart-thermostat fleet reporting temperature readings every few seconds; missing one reading occasionally is fine, but the request needs to return before the next reading is already due.",1000,lookup_table,0.008999214947607359,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
iot_telemetry_ingestion,profile,"We have thousands of small sensor devices each sending tiny telemetry messages many times per minute. Each individual call needs to complete quickly and needs to actually succeed, since a failed telemetry push usually just means that data point is lost forever rather than retried.",1000,agent_full,0.008999214947607359,False,0.013338565826416016,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,566,69
held_out_2,held_out,"We need to re-index our entire product catalog against a third-party enrichment API once a week, several million SKUs in one run, kicked off by a cron job with nobody watching it.",1000,agent_weights_only,0.0,False,0.03531193733215332,0,qws_1159,topsis,"{""response_time"": 0.05, ""availability"": 0.08, ""throughput"": 0.34, ""successability"": 0.26, ""reliability"": 0.1, ""compliance"": 0.03, ""best_practices"": 0.03, ""latency"": 0.06, ""documentation"": 0.05}",False,572,49
held_out_1,held_out,"This will handle payroll disbursement for a mid-size company. If a payment silently fails or the service is down on payday, that's a serious problem for a lot of people at once.",1000,agent_full,0.0,False,0.028378009796142578,0,qws_2189,weighted_sum,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,568,57
held_out_5,held_out,"We're being audited under an industry standards framework next quarter and need every vendor in the stack to have a clean conformance story on paper, or we risk failing the audit.",1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_5,held_out,"We're being audited under an industry standards framework next quarter and need every vendor in the stack to have a clean conformance story on paper, or we risk failing the audit.",1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_2,held_out,"We need to re-index our entire product catalog against a third-party enrichment API once a week, several million SKUs in one run, kicked off by a cron job with nobody watching it.",1000,agent_full,0.0,False,0.03024911880493164,0,qws_1159,weighted_sum,"{""response_time"": 0.05, ""availability"": 0.08, ""throughput"": 0.34, ""successability"": 0.26, ""reliability"": 0.1, ""compliance"": 0.03, ""best_practices"": 0.03, ""latency"": 0.06, ""documentation"": 0.05}",False,572,49
held_out_3,held_out,"A student side-project with zero budget -- whatever we choose has to have clear examples we can copy-paste from, because none of us has time to read a spec to figure out the request format.",1000,agent_weights_only,0.0,False,0.02767658233642578,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,572,60
held_out_6,held_out,"We need one service that has to be both extremely reliable AND extremely fast, because it's a real-time fraud check that runs synchronously before a financial transaction is approved.",1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_6,held_out,"We need one service that has to be both extremely reliable AND extremely fast, because it's a real-time fraud check that runs synchronously before a financial transaction is approved.",1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_7,held_out,"Just need something that works for a weekend hackathon demo in front of a few judges; it only has to survive a 10-minute demo, nothing about it needs to be production-grade.",1000,global_fixed,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_3,held_out,"A student side-project with zero budget -- whatever we choose has to have clear examples we can copy-paste from, because none of us has time to read a spec to figure out the request format.",1000,agent_full,0.0,False,0.04682612419128418,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,572,60
held_out_7,held_out,"Just need something that works for a weekend hackathon demo in front of a few judges; it only has to survive a 10-minute demo, nothing about it needs to be production-grade.",1000,lookup_table,0.0,False,0.0,0,qws_2189,topsis,"{""response_time"": 0.1111111111111111, ""availability"": 0.1111111111111111, ""throughput"": 0.1111111111111111, ""successability"": 0.1111111111111111, ""reliability"": 0.1111111111111111, ""compliance"": 0.1111111111111111, ""best_practices"": 0.1111111111111111, ""latency"": 0.1111111111111111, ""documentation"": 0.1111111111111111}",False,0,0
held_out_4,held_out,"Selecting a service for a smart-thermostat fleet reporting temperature readings every few seconds; missing one reading occasionally is fine, but the request needs to return before the next reading is already due.",1000,agent_weights_only,0.008999214947607359,False,0.03271627426147461,0,qws_2189,topsis,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,565,55
held_out_4,held_out,"Selecting a service for a smart-thermostat fleet reporting temperature readings every few seconds; missing one reading occasionally is fine, but the request needs to return before the next reading is already due.",1000,agent_full,0.008999214947607359,False,0.01707005500793457,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,565,55
held_out_5,held_out,"We're being audited under an industry standards framework next quarter and need every vendor in the stack to have a clean conformance story on paper, or we risk failing the audit.",1000,agent_weights_only,0.0,False,0.014621734619140625,0,qws_2189,topsis,"{""response_time"": 0.05, ""availability"": 0.1, ""throughput"": 0.03, ""successability"": 0.05, ""reliability"": 0.12, ""compliance"": 0.32, ""best_practices"": 0.24, ""latency"": 0.02, ""documentation"": 0.07}",False,566,85
held_out_6,held_out,"We need one service that has to be both extremely reliable AND extremely fast, because it's a real-time fraud check that runs synchronously before a financial transaction is approved.",1000,agent_weights_only,0.007588927506621879,False,0.019594192504882812,0,qws_2130,topsis,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,560,51
held_out_5,held_out,"We're being audited under an industry standards framework next quarter and need every vendor in the stack to have a clean conformance story on paper, or we risk failing the audit.",1000,agent_full,0.0,False,0.029346227645874023,0,qws_2189,skyline_then_topsis,"{""response_time"": 0.05, ""availability"": 0.1, ""throughput"": 0.03, ""successability"": 0.05, ""reliability"": 0.12, ""compliance"": 0.32, ""best_practices"": 0.24, ""latency"": 0.02, ""documentation"": 0.07}",False,566,85
held_out_6,held_out,"We need one service that has to be both extremely reliable AND extremely fast, because it's a real-time fraud check that runs synchronously before a financial transaction is approved.",1000,agent_full,0.0,False,0.014708757400512695,0,qws_2189,weighted_sum,"{""response_time"": 0.08, ""availability"": 0.27, ""throughput"": 0.05, ""successability"": 0.08, ""reliability"": 0.3, ""compliance"": 0.1, ""best_practices"": 0.05, ""latency"": 0.02, ""documentation"": 0.05}",False,560,51
held_out_7,held_out,"Just need something that works for a weekend hackathon demo in front of a few judges; it only has to survive a 10-minute demo, nothing about it needs to be production-grade.",1000,agent_full,0.0,False,0.0032320022583007812,0,qws_2189,weighted_sum,"{""response_time"": 0.06, ""availability"": 0.08, ""throughput"": 0.06, ""successability"": 0.06, ""reliability"": 0.08, ""compliance"": 0.1, ""best_practices"": 0.28, ""latency"": 0.04, ""documentation"": 0.24}",False,574,69
